# K, H-K
1.735699999999999932e+01,1.821000000000001506e+00
1.774699999999999989e+01,1.280000000000001137e+00
1.439100000000000001e+01,1.843000000000001748e+00
1.245199999999999996e+01,1.519999999999992468e-01
1.614499999999999957e+01,9.390000000000000568e-01
1.798799999999999955e+01,1.291000000000000369e+00
1.339700000000000024e+01,1.432999999999999829e+00
1.652700000000000102e+01,7.469999999999998863e-01
1.486500000000000021e+01,1.615000000000000213e+00
1.684299999999999997e+01,1.434999999999998721e+00
1.512800000000000011e+01,1.356999999999999318e+00
1.507699999999999996e+01,1.546999999999998820e+00
1.647100000000000009e+01,1.413000000000000256e+00
1.482300000000000040e+01,1.577999999999999403e+00
1.765099999999999980e+01,1.077999999999999403e+00
1.529499999999999993e+01,8.710000000000004405e-01
1.685000000000000142e+01,1.532000000000000028e+00
1.712900000000000134e+01,1.259999999999998010e+00
1.538000000000000078e+01,1.865000000000000213e+00
1.439700000000000024e+01,1.612000000000000099e+00
1.303599999999999959e+01,1.623000000000001108e+00
1.706400000000000006e+01,1.806999999999998607e+00
1.700100000000000122e+01,1.855999999999998096e+00
1.764600000000000080e+01,9.939999999999997726e-01
1.392099999999999937e+01,1.640000000000014779e-01
1.775499999999999901e+01,-5.929999999999999716e-01
1.713100000000000023e+01,1.763999999999999346e+00
1.539100000000000001e+01,1.680000000000001492e+00
1.223799999999999955e+01,1.566000000000000725e+00
1.310399999999999920e+01,1.680000000000010374e-01
1.490900000000000070e+01,1.628999999999999559e+00
1.719999999999999929e+01,1.039000000000001478e+00
1.447300000000000075e+01,7.559999999999984510e-01
1.686700000000000088e+01,1.213999999999998636e+00
1.453999999999999915e+01,1.466000000000001080e+00
1.770200000000000173e+01,1.361999999999998323e+00
1.546199999999999974e+01,9.900000000000019895e-02
1.427800000000000047e+01,2.551999999999997826e+00
1.557900000000000063e+01,1.027000000000001023e+00
1.523000000000000043e+01,1.323000000000000398e+00
1.757199999999999918e+01,6.189999999999997726e-01
1.653399999999999892e+01,1.285000000000000142e+00
1.461400000000000077e+01,8.769999999999988916e-01
1.628000000000000114e+01,1.759000000000000341e+00
1.527399999999999913e+01,1.675000000000002487e+00
1.524600000000000044e+01,1.822999999999998622e+00
1.483399999999999963e+01,1.324999999999999289e+00
1.456600000000000072e+01,1.160000000000000142e+00
1.751599999999999824e+01,1.011000000000002785e+00
1.764300000000000068e+01,1.346999999999997755e+00
1.483699999999999974e+01,1.481999999999999318e+00
1.507399999999999984e+01,1.503999999999999559e+00
1.230100000000000016e+01,1.494999999999999218e+00
1.741799999999999926e+01,7.360000000000006537e-01
1.544500000000000028e+01,1.708999999999999631e+00
1.610800000000000054e+01,1.330999999999999517e+00
1.768900000000000006e+01,1.205999999999999517e+00
1.467399999999999949e+01,1.652000000000001023e+00
1.463899999999999935e+01,1.467000000000002302e+00
1.432699999999999996e+01,1.532000000000000028e+00
1.667399999999999949e+01,1.879999999999999005e+00
1.550699999999999967e+01,1.729999999999998650e+00
1.711700000000000088e+01,1.337999999999997414e+00
1.429199999999999982e+01,2.003999999999999559e+00
1.743900000000000006e+01,-6.009999999999990905e-01
1.513700000000000045e+01,1.760999999999999233e+00
1.525999999999999979e+01,1.810000000000009379e-01
1.743900000000000006e+01,1.217999999999999972e+00
1.681299999999999883e+01,1.569000000000002615e+00
1.572600000000000087e+01,1.249999999999998224e+00
1.467300000000000004e+01,1.522000000000000242e+00
1.703900000000000148e+01,9.789999999999992042e-01
1.177999999999999936e+01,1.778000000000000469e+00
1.708500000000000085e+01,1.644999999999999574e+00
1.731899999999999906e+01,1.412000000000002586e+00
1.678300000000000125e+01,1.269999999999999574e+00
1.685099999999999909e+01,2.286000000000001364e+00
1.771799999999999997e+01,5.380000000000002558e-01
1.806400000000000006e+01,1.123999999999998778e+00
1.688599999999999923e+01,2.112000000000001876e+00
1.725499999999999901e+01,1.569000000000002615e+00
1.754100000000000037e+01,7.970000000000005969e-01
1.068699999999999939e+01,2.629999999999999005e-01
1.520700000000000074e+01,3.467999999999999972e+00
1.759499999999999886e+01,1.486000000000000654e+00
1.795299999999999940e+01,7.660000000000017906e-01
1.700199999999999889e+01,1.737999999999999545e+00
1.625600000000000023e+01,1.753000000000000114e+00
1.489400000000000013e+01,1.936999999999999389e+00
1.424099999999999966e+01,3.250000000000010658e-01
1.575600000000000023e+01,2.294999999999998153e+00
1.514899999999999913e+01,1.500000000000001776e+00
1.682499999999999929e+01,-1.080000000000005400e-01
1.604599999999999937e+01,2.576000000000000512e+00
1.488899999999999935e+01,1.762000000000000455e+00
1.375000000000000000e+01,4.309999999999991616e-01
1.721999999999999886e+01,1.490999999999999659e+00
1.648300000000000054e+01,1.719999999999998863e+00
1.753300000000000125e+01,1.616999999999997328e+00
1.631099999999999994e+01,3.800000000000025580e-02
1.659499999999999886e+01,1.435000000000002274e+00
1.483600000000000030e+01,1.496999999999998110e+00
1.778699999999999903e+01,1.643000000000000682e+00
1.079499999999999993e+01,7.339999999999999858e-01
1.697500000000000142e+01,1.325999999999996959e+00
1.459600000000000009e+01,1.368999999999999773e+00
1.796099999999999852e+01,3.120000000000011653e-01
1.566099999999999959e+01,1.424999999999998934e+00
1.747700000000000031e+01,1.562000000000001165e+00
1.482300000000000040e+01,2.076000000000000512e+00
1.477100000000000080e+01,1.699999999999999289e+00
1.529899999999999949e+01,1.211000000000002075e+00
1.682100000000000151e+01,1.724000000000000199e+00
1.755000000000000071e+01,1.422999999999998266e+00
1.078200000000000003e+01,1.630000000000000782e+00
1.303899999999999970e+01,1.576000000000000512e+00
1.484200000000000053e+01,1.474999999999999645e+00
1.780099999999999838e+01,1.391000000000001791e+00
1.332000000000000028e+01,1.567000000000000171e+00
1.476600000000000001e+01,1.630000000000000782e+00
1.358799999999999919e+01,1.956000000000001293e+00
1.691400000000000148e+01,1.654999999999997584e+00
1.544699999999999918e+01,7.720000000000020179e-01
1.594800000000000040e+01,2.959999999999993747e-01
1.490399999999999991e+01,1.810999999999999943e+00
1.583399999999999963e+01,3.709999999999986642e-01
1.791799999999999926e+01,7.270000000000003126e-01
1.454800000000000004e+01,1.340000000000003411e-01
1.491699999999999982e+01,1.831000000000001293e+00
1.593200000000000038e+01,6.579999999999994742e-01
1.467099999999999937e+01,1.542000000000001592e+00
1.564499999999999957e+01,1.618000000000002103e+00
1.441699999999999982e+01,1.464000000000000412e+00
1.463199999999999967e+01,1.618000000000000327e+00
1.486100000000000065e+01,1.716000000000001080e+00
1.328599999999999959e+01,1.362999999999999545e+00
1.640399999999999991e+01,4.600000000000008527e-01
1.481400000000000006e+01,1.489999999999998437e+00
1.778099999999999881e+01,1.405000000000001137e+00
1.310800000000000054e+01,1.399999999999998579e+00
1.514100000000000001e+01,1.122999999999999332e+00
1.555300000000000082e+01,2.253000000000000114e+00
1.680499999999999972e+01,-2.199999999999846523e-02
1.518200000000000038e+01,4.979999999999993321e-01
1.738800000000000168e+01,1.521999999999998465e+00
1.781599999999999895e+01,1.086000000000002075e+00
1.730900000000000105e+01,3.619999999999983231e-01
1.616400000000000148e+01,1.730999999999998096e+00
1.438199999999999967e+01,1.831999999999998963e+00
1.398000000000000043e+01,1.580000000000000071e+00
1.411800000000000033e+01,1.629999999999999005e+00
1.464799999999999969e+01,1.487999999999999545e+00
1.066900000000000048e+01,1.472999999999998977e+00
1.453999999999999915e+01,1.260000000000001563e+00
1.720400000000000063e+01,3.979999999999996874e-01
1.470100000000000051e+01,1.522999999999999687e+00
1.356400000000000006e+01,1.473000000000000753e+00
1.453100000000000058e+01,1.769000000000000128e+00
1.382499999999999929e+01,2.958000000000001961e+00
1.426099999999999923e+01,1.353000000000001535e+00
1.498399999999999999e+01,1.519000000000000128e+00
1.548000000000000043e+01,1.544000000000000483e+00
1.791100000000000136e+01,9.949999999999974420e-01
1.514799999999999969e+01,1.434999999999998721e+00
1.682300000000000040e+01,1.983000000000000540e+00
1.472000000000000064e+01,1.442999999999999616e+00
1.184200000000000053e+01,1.572999999999998622e+00
1.466600000000000037e+01,1.492000000000000881e+00
1.484099999999999930e+01,1.631999999999999673e+00
1.480400000000000027e+01,1.502999999999998337e+00
1.549799999999999933e+01,1.423000000000000043e+00
1.666799999999999926e+01,1.502000000000002444e+00
1.737199999999999989e+01,1.634000000000000341e+00
1.573499999999999943e+01,3.176000000000001933e+00
1.494899999999999984e+01,1.554000000000000270e+00
1.636199999999999832e+01,1.639000000000002899e+00
1.553100000000000058e+01,1.671999999999998820e+00
1.779899999999999949e+01,-7.199999999999917577e-02
1.416999999999999993e+01,7.840000000000006963e-01
1.788400000000000034e+01,-4.989999999999987779e-01
1.440300000000000047e+01,1.565999999999998948e+00
1.698699999999999832e+01,1.395000000000003126e+00
1.723100000000000165e+01,1.412999999999996703e+00
1.768599999999999994e+01,1.376999999999998892e+00
1.495199999999999996e+01,2.066999999999998394e+00
1.229700000000000060e+01,1.455000000000000071e+00
1.772100000000000009e+01,1.292999999999999261e+00
1.418699999999999939e+01,1.493999999999999773e+00
1.699599999999999866e+01,1.490999999999999659e+00
1.642399999999999949e+01,1.839000000000002188e+00
1.649699999999999989e+01,1.682999999999999829e+00
1.447300000000000075e+01,2.095999999999998309e+00
1.714300000000000068e+01,1.298999999999999488e+00
1.694999999999999929e+01,1.262000000000000455e+00
1.750400000000000134e+01,1.674999999999997158e+00
1.639600000000000080e+01,5.939999999999976410e-01
1.597799999999999976e+01,1.578999999999998849e+00
1.726999999999999957e+01,6.619999999999990337e-01
1.490000000000000036e+01,1.391000000000000014e+00
1.539199999999999946e+01,1.464000000000002188e+00
1.598199999999999932e+01,1.135000000000001563e+00
1.621399999999999864e+01,1.193000000000001393e+00
1.447899999999999920e+01,1.342999999999999972e+00
1.460500000000000043e+01,1.451000000000000512e+00
1.072300000000000075e+01,1.371999999999999886e+00
1.434900000000000020e+01,1.564999999999999503e+00
1.576399999999999935e+01,1.532000000000000028e+00
1.690099999999999980e+01,1.696000000000001506e+00
1.794900000000000162e+01,1.046999999999997044e+00
1.623699999999999832e+01,1.454000000000000625e+00
1.807199999999999918e+01,1.010999999999999233e+00
1.455700000000000038e+01,1.662000000000000810e+00
1.462199999999999989e+01,1.475999999999999091e+00
1.443599999999999994e+01,1.464000000000000412e+00
1.489700000000000024e+01,2.544999999999999929e+00
1.597499999999999964e+01,2.099999999999999645e+00
1.622100000000000009e+01,8.369999999999997442e-01
1.781500000000000128e+01,9.039999999999999147e-01
1.614000000000000057e+01,1.887999999999998124e+00
1.770200000000000173e+01,4.899999999999948841e-02
1.558699999999999974e+01,9.909999999999996589e-01
1.445400000000000063e+01,1.280999999999998806e+00
1.476800000000000068e+01,1.611000000000000654e+00
1.294200000000000017e+01,1.480999999999999872e+00
1.545500000000000007e+01,1.552999999999999048e+00
1.515300000000000047e+01,1.496000000000000441e+00
1.435500000000000043e+01,1.497999999999999332e+00
1.465499999999999936e+01,1.357000000000001094e+00
1.492800000000000082e+01,1.516999999999999460e+00
1.468900000000000006e+01,4.410000000000007248e-01
1.359600000000000009e+01,1.410999999999999588e+00
1.425999999999999979e+01,1.570999999999999730e+00
1.522000000000000064e+01,1.572999999999998622e+00
1.750499999999999901e+01,3.030000000000008242e-01
1.553800000000000026e+01,1.507999999999999119e+00
1.684499999999999886e+01,4.400000000000012790e-01
1.515700000000000003e+01,1.280999999999998806e+00
1.626899999999999835e+01,1.495000000000000995e+00
1.500500000000000078e+01,1.796999999999998820e+00
1.611299999999999955e+01,3.610000000000006537e-01
1.531499999999999950e+01,4.870000000000000995e-01
1.510599999999999987e+01,1.537999999999998479e+00
1.756400000000000006e+01,1.300999999999998380e+00
1.770499999999999829e+01,9.920000000000008811e-01
1.778099999999999881e+01,1.189000000000000057e+00
1.546499999999999986e+01,1.835999999999998522e+00
1.417300000000000004e+01,1.305999999999999162e+00
1.779899999999999949e+01,1.190999999999998948e+00
1.528999999999999915e+01,1.167999999999999261e+00
1.444100000000000072e+01,1.982999999999998764e+00
1.476399999999999935e+01,1.406000000000002359e+00
1.469100000000000072e+01,2.116999999999999105e+00
1.527899999999999991e+01,1.460999999999998522e+00
1.447600000000000087e+01,1.462999999999999190e+00
1.716000000000000014e+01,1.378000000000000114e+00
1.673100000000000165e+01,1.118999999999999773e+00
1.715399999999999991e+01,1.739000000000000767e+00
1.544400000000000084e+01,2.459999999999999076e+00
1.484500000000000064e+01,1.159999999999996589e-01
1.468599999999999994e+01,1.623000000000001108e+00
1.534399999999999942e+01,4.510000000000005116e-01
1.643299999999999983e+01,1.230000000000000426e+00
1.494500000000000028e+01,1.806999999999998607e+00
1.476800000000000068e+01,1.644999999999999574e+00
1.460599999999999987e+01,1.503999999999999559e+00
1.434699999999999953e+01,1.467999999999999972e+00
1.153200000000000003e+01,1.708999999999999631e+00
1.622299999999999898e+01,1.545999999999999375e+00
1.469999999999999929e+01,5.170000000000012363e-01
1.481600000000000072e+01,1.473999999999998423e+00
1.554499999999999993e+01,1.488000000000001322e+00
1.769099999999999895e+01,1.354000000000002757e+00
1.490300000000000047e+01,4.659999999999998366e+00
1.492600000000000016e+01,1.235000000000001208e+00
1.436700000000000088e+01,2.594999999999998863e+00
1.660699999999999932e+01,1.103000000000001535e+00
1.693700000000000117e+01,2.027999999999998693e+00
1.523099999999999987e+01,7.119999999999997442e-01
1.674800000000000111e+01,2.330000000000005400e-01
1.591600000000000037e+01,1.140000000000000568e+00
1.736599999999999966e+01,1.020000000000003126e-01
1.418900000000000006e+01,2.119999999999997442e-01
1.712300000000000111e+01,1.407999999999997698e+00
1.725600000000000023e+01,1.140000000000000568e+00
1.439600000000000080e+01,1.332999999999998408e+00
1.462100000000000044e+01,1.340999999999999304e+00
1.437800000000000011e+01,1.169000000000000483e+00
1.416699999999999982e+01,2.339000000000000412e+00
1.662500000000000000e+01,1.059000000000001052e+00
1.456700000000000017e+01,1.496999999999999886e+00
1.546700000000000053e+01,1.197000000000000952e+00
1.757400000000000162e+01,1.187999999999998835e+00
1.065399999999999991e+01,4.039999999999999147e-01
1.482499999999999929e+01,1.400999999999999801e+00
1.490900000000000070e+01,1.665000000000000924e+00
1.429100000000000037e+01,1.544999999999999929e+00
1.475300000000000011e+01,1.768999999999998352e+00
1.468599999999999994e+01,2.201000000000000512e+00
1.478400000000000070e+01,1.365999999999997883e+00
1.066399999999999970e+01,1.410000000000000142e+00
1.494699999999999918e+01,1.781000000000002359e+00
1.363400000000000034e+01,1.433999999999999275e+00
1.751599999999999824e+01,2.230000000000025295e-01
1.779899999999999949e+01,1.324000000000001620e+00
1.577800000000000047e+01,1.913999999999999702e+00
1.612699999999999889e+01,1.480000000000000426e+00
1.777499999999999858e+01,4.250000000000007105e-01
1.502899999999999991e+01,1.420999999999999375e+00
1.574000000000000021e+01,1.450000000000001066e+00
1.723000000000000043e+01,1.496999999999999886e+00
1.353700000000000081e+01,1.565999999999998948e+00
1.429299999999999926e+01,1.510000000000015774e-01
1.407000000000000028e+01,1.523999999999999133e+00
1.556900000000000084e+01,1.627999999999998337e+00
1.223199999999999932e+01,1.645000000000001350e+00
1.448600000000000065e+01,1.657999999999997698e+00
1.525799999999999912e+01,1.208000000000001961e+00
1.666199999999999903e+01,3.010000000000019327e-01
1.554499999999999993e+01,1.409999999999998366e+00
1.249300000000000033e+01,1.493000000000000327e+00
1.542500000000000071e+01,1.550000000000000711e+00
1.419699999999999918e+01,1.412000000000000810e+00
1.629799999999999827e+01,1.239000000000000767e+00
1.476900000000000013e+01,3.870000000000004547e-01
1.468500000000000050e+01,1.421000000000001151e+00
1.318800000000000061e+01,1.569999999999998508e+00
1.678999999999999915e+01,1.225999999999999091e+00
1.651899999999999835e+01,6.630000000000002558e-01
1.477800000000000047e+01,1.840999999999999304e+00
1.708399999999999963e+01,1.585000000000000853e+00
1.429599999999999937e+01,1.434000000000001052e+00
1.466799999999999926e+01,2.004999999999999005e+00
1.525500000000000078e+01,1.534999999999998366e+00
1.503500000000000014e+01,1.161999999999999034e+00
1.762900000000000134e+01,1.407999999999997698e+00
1.793100000000000094e+01,1.350999999999999091e+00
1.657300000000000040e+01,1.475999999999999091e+00
1.542600000000000016e+01,1.537999999999998479e+00
1.443900000000000006e+01,1.538999999999999702e+00
1.382300000000000040e+01,1.346000000000000085e+00
1.718199999999999861e+01,1.204000000000000625e+00
1.474799999999999933e+01,1.616999999999999105e+00
1.547600000000000087e+01,8.800000000000007816e-01
1.129400000000000048e+01,1.317999999999999616e+00
1.563299999999999912e+01,1.724000000000000199e+00
1.413700000000000045e+01,1.405999999999998806e+00
1.694500000000000028e+01,2.007000000000001450e+00
1.426200000000000045e+01,1.263999999999999346e+00
1.581199999999999939e+01,6.160000000000014353e-01
1.534500000000000064e+01,1.394000000000000128e+00
1.769800000000000040e+01,4.860000000000006537e-01
1.700100000000000122e+01,1.669999999999998153e+00
1.418900000000000006e+01,1.327999999999999403e+00
1.714199999999999946e+01,1.303000000000000824e+00
1.694999999999999929e+01,1.754999999999999005e+00
1.773300000000000054e+01,5.679999999999978400e-01
1.729299999999999926e+01,1.659000000000002473e+00
1.487800000000000011e+01,1.250000000000000000e+00
1.683599999999999852e+01,1.478000000000001535e+00
1.608099999999999952e+01,1.099999999999994316e-01
1.754700000000000060e+01,1.172999999999998266e+00
1.644300000000000139e+01,4.629999999999974136e-01
1.674899999999999878e+01,4.589999999999996305e-01
1.478500000000000014e+01,1.568000000000001393e+00
1.676200000000000045e+01,2.379999999999995453e-01
1.681299999999999883e+01,1.333000000000001961e+00
1.538299999999999912e+01,2.057999999999999829e+00
1.785000000000000142e+01,1.198999999999998067e+00
1.639699999999999847e+01,1.017000000000003013e+00
1.611100000000000065e+01,1.510999999999999233e+00
1.350900000000000034e+01,1.605999999999999872e+00
1.069999999999999929e+01,7.230000000000007532e-01
1.459699999999999953e+01,1.548000000000000043e+00
1.729400000000000048e+01,1.571999999999999176e+00
1.530000000000000071e+01,1.471000000000000085e+00
1.657400000000000162e+01,1.599999999999823785e-02
1.491200000000000081e+01,1.546999999999998820e+00
1.676399999999999935e+01,1.556000000000000938e+00
1.285699999999999932e+01,1.483999999999999986e+00
1.495800000000000018e+01,1.470000000000000639e+00
1.638599999999999923e+01,7.149999999999998579e-01
1.604799999999999827e+01,1.276000000000003354e+00
1.464400000000000013e+01,2.618000000000000327e+00
1.643299999999999983e+01,9.170000000000015916e-01
1.462199999999999989e+01,2.182999999999999829e+00
1.458999999999999986e+01,2.507999999999999119e+00
1.484299999999999997e+01,1.532000000000000028e+00
1.573600000000000065e+01,1.512999999999998124e+00
1.533500000000000085e+01,1.323000000000000398e+00
1.502899999999999991e+01,1.501999999999998892e+00
1.741900000000000048e+01,1.195999999999997954e+00
1.459900000000000020e+01,1.451000000000000512e+00
1.069899999999999984e+01,1.095000000000000639e+00
1.456199999999999939e+01,1.419000000000000483e+00
1.484999999999999964e+01,2.287000000000000810e+00
1.559800000000000075e+01,2.035999999999999588e+00
1.519599999999999973e+01,1.328000000000001180e+00
1.619399999999999906e+01,1.801999999999999602e+00
1.437599999999999945e+01,2.554000000000000270e+00
1.748199999999999932e+01,1.350999999999999091e+00
1.546100000000000030e+01,1.372999999999999332e+00
1.362500000000000000e+01,2.861000000000000654e+00
1.464899999999999913e+01,1.235000000000001208e+00
1.583699999999999974e+01,1.762000000000000455e+00
1.499200000000000088e+01,1.722999999999998977e+00
1.689499999999999957e+01,1.332000000000000739e+00
1.542900000000000027e+01,1.139000000000001123e+00
1.449600000000000044e+01,1.494999999999999218e+00
1.386899999999999977e+01,1.768000000000000682e+00
1.507000000000000028e+01,1.579000000000000625e+00
1.663100000000000023e+01,1.016999999999999460e+00
1.638599999999999923e+01,1.428000000000000824e+00
1.350600000000000023e+01,1.432000000000000384e+00
1.487299999999999933e+01,1.520999999999999019e+00
1.356700000000000017e+01,1.313000000000000611e+00
1.731299999999999883e+01,1.317000000000000171e+00
1.699899999999999878e+01,1.362999999999999545e+00
1.552200000000000024e+01,1.599999999999999645e+00
1.116999999999999993e+01,1.795999999999999375e+00
1.676399999999999935e+01,1.695000000000000284e+00
1.583999999999999986e+01,9.009999999999998010e-01
1.501299999999999990e+01,1.320999999999999730e+00
1.605499999999999972e+01,1.649999999999998579e+00
1.590300000000000047e+01,1.557999999999998053e+00
1.438499999999999979e+01,2.581000000000001293e+00
1.785200000000000031e+01,1.297999999999998266e+00
1.763899999999999935e+01,1.547000000000000597e+00
1.450300000000000011e+01,1.414999999999999147e+00
1.795499999999999829e+01,1.402000000000001023e+00
1.790700000000000003e+01,1.103999999999999204e+00
1.340900000000000070e+01,1.632999999999999119e+00
1.700000000000000000e+01,1.454000000000000625e+00
1.466099999999999959e+01,1.780000000000008242e-01
1.500300000000000011e+01,1.519999999999999574e+00
1.673000000000000043e+01,1.663999999999997925e+00
1.691900000000000048e+01,1.501000000000001222e+00
1.483000000000000007e+01,1.333000000000000185e+00
1.406300000000000061e+01,2.743999999999997996e+00
1.734700000000000131e+01,1.173999999999999488e+00
1.614300000000000068e+01,2.571999999999999176e+00
1.433699999999999974e+01,1.368000000000000327e+00
1.705199999999999960e+01,1.478000000000001535e+00
1.767399999999999949e+01,5.910000000000010800e-01
1.551200000000000045e+01,1.541000000000000369e+00
1.748900000000000077e+01,1.128999999999997783e+00
1.652700000000000102e+01,1.484999999999999432e+00
1.673400000000000176e+01,7.069999999999971863e-01
1.428100000000000058e+01,1.471999999999999531e+00
1.601000000000000156e+01,1.218999999999997641e+00
1.707100000000000151e+01,1.620999999999998664e+00
1.461100000000000065e+01,1.307999999999999829e+00
1.559500000000000064e+01,1.276999999999999247e+00
1.759900000000000020e+01,-4.840000000000017621e-01
1.635800000000000054e+01,9.770000000000003126e-01
1.551900000000000013e+01,1.040999999999998593e+00
1.594200000000000017e+01,1.370000000000000995e+00
1.564300000000000068e+01,1.451000000000000512e+00
1.474399999999999977e+01,1.463000000000000966e+00
1.642399999999999949e+01,2.155999999999998806e+00
1.609100000000000108e+01,1.413999999999997925e+00
1.673000000000000043e+01,1.983000000000000540e+00
1.621900000000000119e+01,1.516999999999999460e+00
1.653099999999999881e+01,1.535000000000000142e+00
1.470599999999999952e+01,1.414000000000001478e+00
1.660900000000000176e+01,3.319999999999971863e-01
1.561500000000000021e+01,1.531000000000000583e+00
1.295500000000000007e+01,1.381000000000000227e+00
1.397400000000000020e+01,1.721000000000000085e+00
1.745100000000000051e+01,8.309999999999995168e-01
1.615899999999999892e+01,2.502000000000002444e+00
1.625000000000000000e+01,1.484000000000001762e+00
1.466900000000000048e+01,1.571999999999999176e+00
1.779200000000000159e+01,1.347999999999998977e+00
1.343699999999999939e+01,1.502000000000000668e+00
1.667399999999999949e+01,9.390000000000000568e-01
1.391900000000000048e+01,1.865000000000000213e+00
1.464899999999999913e+01,1.497000000000001663e+00
1.459999999999999964e+01,1.261000000000001009e+00
1.498799999999999955e+01,1.637000000000000455e+00
1.523900000000000077e+01,1.721999999999997755e+00
1.415099999999999980e+01,7.490000000000005542e-01
1.491900000000000048e+01,2.114999999999998437e+00
1.610800000000000054e+01,1.542999999999999261e+00
1.274300000000000033e+01,1.670999999999999375e+00
1.735900000000000176e+01,1.445999999999997954e+00
1.646399999999999864e+01,5.370000000000025864e-01
1.434800000000000075e+01,1.396999999999998465e+00
1.441200000000000081e+01,2.180999999999999162e+00
1.473499999999999943e+01,2.167000000000001592e+00
1.442099999999999937e+01,1.467000000000000526e+00
1.738700000000000045e+01,4.600000000000008527e-01
1.537299999999999933e+01,1.511000000000001009e+00
1.752799999999999869e+01,8.369999999999997442e-01
1.414899999999999913e+01,1.236000000000000654e+00
1.711100000000000065e+01,8.719999999999998863e-01
1.737000000000000099e+01,2.116999999999997328e+00
1.479299999999999926e+01,1.646000000000000796e+00
1.512299999999999933e+01,2.746000000000000441e+00
1.497100000000000009e+01,1.606999999999999318e+00
1.558799999999999919e+01,1.590999999999999304e+00
1.538299999999999912e+01,1.376000000000001222e+00
1.585899999999999999e+01,1.005999999999998451e+00
1.422799999999999976e+01,1.269000000000000128e+00
1.435399999999999920e+01,7.450000000000009948e-01
1.320299999999999940e+01,1.531000000000000583e+00
1.630900000000000105e+01,1.010999999999999233e+00
1.602100000000000080e+01,1.317000000000000171e+00
1.542200000000000060e+01,1.618999999999999773e+00
1.557900000000000063e+01,1.216000000000001080e+00
1.722899999999999920e+01,1.634000000000000341e+00
1.643499999999999872e+01,2.849000000000000199e+00
1.674800000000000111e+01,7.719999999999984652e-01
1.167699999999999960e+01,1.761000000000001009e+00
1.506199999999999939e+01,1.622999999999999332e+00
1.475399999999999956e+01,8.160000000000007248e-01
1.464499999999999957e+01,1.285999999999999588e+00
1.411100000000000065e+01,1.495999999999998664e+00
1.524099999999999966e+01,1.277999999999998693e+00
1.588400000000000034e+01,1.748000000000001108e+00
1.721699999999999875e+01,1.990000000000016200e-01
1.644300000000000139e+01,1.046999999999997044e+00
1.770100000000000051e+01,-8.360000000000020748e-01
1.779400000000000048e+01,1.240999999999999659e+00
1.791700000000000159e+01,1.182999999999999829e+00
1.518099999999999916e+01,1.555999999999999162e+00
1.696699999999999875e+01,2.010000000000005116e-01
1.469400000000000084e+01,2.820000000000000284e-01
1.561100000000000065e+01,1.541999999999998039e+00
1.502500000000000036e+01,1.633000000000000895e+00
1.542200000000000060e+01,1.730999999999998096e+00
1.762099999999999866e+01,-6.529999999999986926e-01
1.480599999999999916e+01,1.627000000000000668e+00
1.655399999999999849e+01,8.100000000000022737e-01
1.452899999999999991e+01,2.753000000000000114e+00
1.711499999999999844e+01,-2.149999999999998579e-01
1.667800000000000082e+01,7.469999999999998863e-01
1.659900000000000020e+01,1.693000000000001393e+00
1.494299999999999962e+01,1.624000000000000554e+00
1.578500000000000014e+01,3.219000000000001194e+00
1.322300000000000075e+01,1.463999999999998636e+00
1.536500000000000021e+01,1.384999999999999787e+00
1.715200000000000102e+01,1.647999999999999687e+00
1.655099999999999838e+01,2.256000000000000227e+00
1.660000000000000142e+01,2.159999999999975273e-01
1.751599999999999824e+01,9.330000000000033822e-01
1.501800000000000068e+01,1.809999999999991616e-01
1.702100000000000080e+01,1.819999999999986073e-01
1.578700000000000081e+01,1.807999999999998053e+00
1.470700000000000074e+01,1.561999999999997613e+00
1.441200000000000081e+01,1.320999999999999730e+00
1.515900000000000070e+01,4.529999999999994031e-01
1.680600000000000094e+01,2.019999999999981810e-01
1.608500000000000085e+01,1.355999999999998096e+00
1.474600000000000044e+01,1.372999999999999332e+00
1.653200000000000003e+01,1.739999999999994884e-01
1.490000000000000036e+01,1.430999999999999162e+00
1.375699999999999967e+01,1.396000000000000796e+00
1.734799999999999898e+01,1.870000000000000995e+00
1.442800000000000082e+01,1.037999999999998479e+00
1.469500000000000028e+01,2.448000000000000398e+00
1.316900000000000048e+01,1.623999999999998778e+00
1.485699999999999932e+01,1.475000000000001421e+00
1.459600000000000009e+01,1.469999999999998863e+00
1.488000000000000078e+01,1.599999999999999645e+00
1.732600000000000051e+01,1.518999999999998352e+00
1.597300000000000075e+01,1.589000000000000412e+00
1.762699999999999889e+01,1.615999999999999659e+00
1.588499999999999979e+01,1.573999999999999844e+00
1.320700000000000074e+01,1.521999999999998465e+00
1.394599999999999973e+01,1.470000000000000639e+00
1.472400000000000020e+01,1.887999999999998124e+00
1.449699999999999989e+01,1.614999999999998437e+00
1.375300000000000011e+01,2.446000000000001506e+00
1.491699999999999982e+01,1.456999999999998963e+00
1.375300000000000011e+01,1.330999999999999517e+00
1.639099999999999824e+01,6.360000000000027853e-01
1.637500000000000000e+01,1.700000000000017053e-01
1.344699999999999918e+01,3.118000000000002103e+00
1.480599999999999916e+01,1.451000000000002288e+00
1.486100000000000065e+01,1.391999999999999460e+00
1.451900000000000013e+01,1.365999999999999659e+00
1.592600000000000016e+01,1.665000000000000924e+00
